Exporter Details,Country of Origin,Vessel Name,Voyage No,Port of Loading (POL),Port of Discharge (POD),Final Destination (Country),Product Code,Description of Goods,HS Code,Unit Quantity,Unit Type,Price (per unit),Currency
EXP-37328,United States,Maritime Legend,VY-9389,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-72433,"Products consisting of natural milk constituents, not containing added sugar or other sweetening matter, of a fat content, by weight, of > 1,5% but <= 27%, n.e.s.",4049023,401,PCS,188.55,USD
EXP-92534,China,Global Trader,VY-2388,"Main Port, China","Casa Port, Morocco",Morocco,PROD-98053,"Frozen, even in shell, stromboid conchs ""Strombus spp.""",3078400,74,PCS,95.86,CNY
EXP-96738,Italy,Blue Horizon,VY-7391,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-67433,Malt extract with a dry extract content of < 90%,19019019,231,KG,472.1,EUR
EXP-38298,Turkey,Maritime Legend,VY-5214,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-17942,"Milk and cream of a fat content by weight of <= 3% but > 1%, not concentrated nor containing added sugar or other sweetening matter (excl. in immediate packings of <= 2 l)",4012019,257,TON,409.97,TRY
EXP-18110,United Kingdom,Voyager Titan,VY-5214,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-93500,"Fish, dried, even salted but not smoked, n.e.s. (excl. fillets and offal)",3055985,382,PCS,94.58,GBP
EXP-16896,South Korea,Atlantic Voyager,VY-5417,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-20080,Groats and meal of oats,11031940,338,TON,422.28,KRW
EXP-40641,Germany,Global Trader,VY-7485,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-14217,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",712,51,LITRE,347.06,EUR
EXP-62585,Germany,Neptune Carrier,VY-5067,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-67757,"Solid palm oil fractions, whether or not refined, but not chemically modified, in packings of > 1 kg or put up otherwise",15119019,364,PCS,265.66,EUR
EXP-41903,Canada,Atlantic Voyager,VY-8706,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-85817,"Prepared or preserved meat or meat offal of fowls of the species Gallus domesticus containing >= 25% but < 57% of poultry meat or offal (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)",16023230,145,M3,283.24,CAD
EXP-28656,Netherlands,Neptune Carrier,VY-7280,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-93053,"Frozen shortfin Mako shark ""Isurus Oxyrinchus""",3038150,103,TON,177.27,EUR
EXP-63454,South Korea,Global Trader,VY-9658,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-90115,"Frozen meat, whether or not minced, of Alaska pollack ""Theragra chalcogramma"" (excl. fillets and surimi)",3049490,443,M3,263.86,KRW
EXP-95688,United States,Neptune Carrier,VY-2593,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-21231,"Whole lobsters ""Homarus spp."", dried, salted, smoked or in brine, incl. lobsters in shell, cooked by steaming or by boiling in water",3069540,41,PCS,200.01,USD
EXP-66693,France,Neptune Carrier,VY-3699,"Main Port, France","Casa Port, Morocco",Morocco,PROD-52894,Frozen edible bovine offal (excl. tongues and livers),20629,50,KG,18.38,EUR
EXP-82384,United Kingdom,Voyager Titan,VY-2536,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-18906,"Mixtures of fruit or other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength <= 11,85% mas (excl. with sugar content > 9% by weight and mixtures of nuts, tropical fruit and tropical fruit/nuts of a type specified in Additional Notes 7 and 8 to chapter 20 with a net content of >= 50% by weight, groundnuts and other seeds)",20089734,61,M3,377.38,GBP
EXP-81023,Japan,Sea Pioneer,VY-5857,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-96966,"Cinnamon and cinnamon-tree flowers (excl. cinnamon ""Cinnamomum zeylanicum Blume"" and crushed and ground cinnamon)",20083019,389,KG,270.46,JPY
EXP-20745,Russia,Sea Pioneer,VY-9616,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-16758,"Sweet biscuits, whether or not containing cocoa, coated or covered with chocolate or cocoa preparations, in immediate packings of <= 85 g",19053111,73,LITRE,71.79,RUB
EXP-14142,South Korea,Global Trader,VY-6243,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-55728,"Frozen fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",3048100,59,TON,51.28,KRW
EXP-43596,Italy,Global Trader,VY-5417,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-97900,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, haddock, coalfish, hake, Alaska pollack, blue whitings, Boreogadus saida, whiting, pollack and ling)",3025990,3,M3,348.93,EUR
EXP-11944,Italy,Global Trader,VY-1054,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-59110,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excl. minced)",160413,210,PCS,467.25,EUR
EXP-85512,Turkey,Horizon Express,VY-9658,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-91127,"Fresh or chilled meat, whether or not minced, of blue shark ""Prionace glauca"" (excl. fillets)",3045630,425,TON,171.69,TRY
EXP-68917,China,Blue Horizon,VY-6642,"Main Port, China","Casa Port, Morocco",Morocco,PROD-32751,"Hulled, even sliced or kibbled cereal grains (excl. rice, oats, maize and barley)",11042917,80,TON,402.29,CNY
EXP-25056,United Kingdom,Atlantic Voyager,VY-9060,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-93538,"Gingerbread and the like, whether or not containing cocoa, containing >= 30% but < 50% sucrose, incl. invert sugar expressed as sucrose",19052030,498,TON,378.88,GBP
EXP-79298,Italy,Maritime Legend,VY-8837,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-38554,"Dormant bulbs, tubers, tuberous roots, corms, crowns and rhizomes (excl. those used for human consumption, hyacinth, narcissi, tulip, gladioli and chicory plants and roots)",6011090,39,LITRE,101.23,EUR
EXP-81314,Spain,Horizon Express,VY-3202,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-89415,"Grain sorghum, for sowing (excl. hybrids)",16055400,58,PCS,176.4,EUR
EXP-52787,Russia,Maritime Legend,VY-4961,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-62853,"Ryegrass ""Lolium multiflorum lam., Lolium perenne L."" seed, for sowing",2075521,175,PCS,402.06,RUB
EXP-67552,Russia,Blue Horizon,VY-6455,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-88788,Fresh or chilled sweet peppers,30499,498,M3,323.7,RUB
EXP-12597,Japan,Pacific Challenger,VY-4832,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-51818,Crushed or ground thyme,9109939,468,LITRE,103.74,JPY
EXP-17946,Netherlands,Horizon Express,VY-4245,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-83261,"Smoked, dried, salted or in brine, sea cucumbers ""Stichopus japonicus, Holothuroidea""",20840,283,M3,159.98,EUR
EXP-43429,India,Ocean Explorer,VY-6904,"Main Port, India","Casa Port, Morocco",Morocco,PROD-47830,"Fats of bovine animals, sheep or goats (excl. for technical/industrial uses, and tallow, oleostearin and oleo-oil)",15029090,235,TON,114.48,INR
EXP-61534,Belgium,Atlantic Voyager,VY-2536,"Main Port, Belgium","Casa Port, Morocco",Morocco,PROD-70640,"Fresh or dried macadamia nuts, shelled",8026200,262,KG,39.62,EUR
EXP-70881,Spain,Maritime Legend,VY-2536,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-67194,"Tallow of bovine animals, sheep or goats (excl. for technical/industrial uses, and oil and oleostearin)",15021090,22,TON,257.41,EUR
EXP-81324,Turkey,Atlantic Voyager,VY-8640,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-55917,"Pawpaws, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption",8129030,216,M3,55.49,TRY
EXP-92349,Russia,Ocean Explorer,VY-9281,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-81845,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, sweetened, with a fat content by weight of <= 1,5% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)",4039031,159,M3,126.03,RUB
EXP-53869,France,Maritime Legend,VY-1891,"Main Port, France","Casa Port, Morocco",Morocco,PROD-64199,"Live horses, asses, mules and hinnies",101,495,KG,190.79,EUR
EXP-97624,Canada,Maritime Legend,VY-1737,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-29248,"Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of > 27% (excl. in powder, granules or other solid forms)",4041054,133,PCS,256.76,CAD
EXP-54695,Canada,Neptune Carrier,VY-6434,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-12619,"Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of <= 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)",20089928,218,TON,426.47,CAD
EXP-31757,Spain,Horizon Express,VY-6157,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-43388,"Food preparations in powder form, consisting of a blend of skimmed milk and/or whey and vegetable fats/oils, with a content of fats/oils <=30% by weight",19019095,135,PCS,167.76,EUR
EXP-46517,United Kingdom,Sea Pioneer,VY-9060,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-91537,"Frozen meat, whether or not minced, of coalfish ""Pollachius virens"" (excl. fillets and surimi)",3049540,396,PCS,494.48,GBP
EXP-43080,China,Voyager Titan,VY-6243,"Main Port, China","Casa Port, Morocco",Morocco,PROD-41602,"Ginger, saffron, turmeric ""curcuma"", thyme, bay leaves, curry and other spices (excl. pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, vanilla, cinnamon, cinnamontree flowers, cloves [wholefruit], clove stems, nutmeg, mace, cardamoms, seeds of anise, badian, fennel, coriander, cumin and caraway, and juniper berries)",200830,74,LITRE,166.02,CNY
EXP-93410,South Korea,Maritime Legend,VY-5067,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-67682,Fresh or chilled gherkins,7070090,121,KG,128.52,KRW
EXP-50309,Netherlands,Horizon Express,VY-9646,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-31733,Crude cotton-seed oil,151221,216,TON,110.55,EUR
EXP-60562,France,Maritime Legend,VY-1737,"Main Port, France","Casa Port, Morocco",Morocco,PROD-80975,"Meat of bovine animals, fresh or chilled",3028990,437,TON,103.17,EUR
EXP-43376,Turkey,Pacific Challenger,VY-2536,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-95329,"Grapes, fresh or dried",806,216,TON,287.74,TRY
EXP-70259,Turkey,Sea Pioneer,VY-7041,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-28433,"Frozen fish livers, roes and milt",30391,8,PCS,261.25,TRY
EXP-11181,China,Sea Pioneer,VY-7430,"Main Port, China","Casa Port, Morocco",Morocco,PROD-50487,"Dried, shelled chickpeas ""garbanzos"", whether or not skinned or split",7041090,410,PCS,396.42,CNY
EXP-84094,Germany,Blue Horizon,VY-6044,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-18184,"Pears, prepared or preserved, containing no spirit but with added sugar, with sugar content of <= 13%, in immediate packings of a net content of > 1 kg",20084059,32,TON,320.2,EUR
EXP-42129,South Korea,Horizon Express,VY-2463,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-21384,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, sweetened, with a fat content by weight of > 1,5% but <= 27% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)",4039033,146,KG,344.25,KRW
EXP-58034,Brazil,Sea Pioneer,VY-6413,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-93125,"Quinoa ""Chenopodium quinoa""",11031990,232,LITRE,427.08,BRL
EXP-94538,South Korea,Voyager Titan,VY-2593,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-73611,"Live lobsters ""Homarus spp.""",3063210,499,PCS,472.52,KRW
EXP-39347,Belgium,Pacific Challenger,VY-8930,"Main Port, Belgium","Casa Port, Morocco",Morocco,PROD-64963,"Raspberry jams, jellies, marmalades, purées or pastes, obtained by cooking, with sugar content of > 30% by weight (excl. homogenised preparations of subheading 200710)",20079935,160,LITRE,474.05,EUR
EXP-93518,Turkey,Maritime Legend,VY-5767,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-86328,Maize seed for sowing,100510,47,KG,253.06,TRY
EXP-10278,Japan,Sea Pioneer,VY-6642,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-55434,"Shrimps of the genus Crangon, whether in shell or not, live, fresh or chilled (excl. ""Crangon crangon"")",3063650,211,KG,164.71,JPY
EXP-37854,Spain,Neptune Carrier,VY-8706,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-24262,"Plum purée and paste, obtained by cooking, with sugar content of > 30% by weight, in packings of > 100 kg, for industrial processing",3019190,407,PCS,283.97,EUR
EXP-33076,Italy,Pacific Challenger,VY-3808,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-39981,"Coriander seeds, crushed or ground",9092200,370,LITRE,433.77,EUR
EXP-58264,Netherlands,Pacific Challenger,VY-3808,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-91432,"Palm hearts, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, prepared or preserved by vinegar or acetic acid",20019092,469,M3,398.97,EUR
EXP-22232,Russia,Sea Pioneer,VY-6892,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-64375,"Fresh black-, white- or redcurrants and gooseberries",81030,138,PCS,288.42,RUB
EXP-50098,India,Sea Pioneer,VY-6529,"Main Port, India","Casa Port, Morocco",Morocco,PROD-76917,Frozen dogfish and other sharks,30381,30,TON,447.68,INR
EXP-63167,Russia,Sea Pioneer,VY-9616,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-61592,"European flying squid ""Todarodes sagittatus"", live, fresh or chilled",3043200,27,KG,124.13,RUB
EXP-33192,Brazil,Ocean Explorer,VY-6529,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-67365,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, in immediate packings of <= 1 kg (excl. hydrogenated castor oil ""opal wax"" and further prepared)",15162091,285,LITRE,24.6,BRL
EXP-57458,United Kingdom,Neptune Carrier,VY-9616,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-90509,"Lobster, prepared or preserved (excl. merely smoked; lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtés, soups or sauces)",16053090,118,LITRE,11.5,GBP
EXP-66783,United States,Global Trader,VY-5900,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-41741,"Milk and cream of a fat content by weight of <= 3% but > 1%, in immediate packings of <= 2 l, not concentrated nor containing added sugar or other sweetening matter",4012011,247,LITRE,25.1,USD
EXP-80238,Turkey,Maritime Legend,VY-7485,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-28077,"Products consisting of natural milk constituents, not containing added sugar or other sweetening matter, of a fat content, by weight, of > 1,5% but <= 27%, n.e.s.",4049023,48,KG,448.78,TRY
EXP-37771,Netherlands,Blue Horizon,VY-6052,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-67726,"Pears, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas, in immediate packings of a net content of > 1 kg (excl. sugar content of > 13%)",160290,11,TON,383.53,EUR
EXP-70067,South Korea,Blue Horizon,VY-4181,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-61535,"Single citrus fruit juice, unfermented, Brix value > 67 at 20°C, value of <= 30 € per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, orange juice and grapefruit juice)",20093911,457,M3,142.25,KRW
EXP-59087,Brazil,Pacific Challenger,VY-6243,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-87741,"Fresh or chilled haddock ""Melanogrammus aeglefinus""",3025200,110,TON,406.61,BRL
EXP-37245,United States,Ocean Explorer,VY-5857,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-16562,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, flavoured or with added fruit, nuts or cocoa, whether or not sweetened, in solid forms, with a fat content by weight of > 27% (excl. yogurt)",4039079,256,M3,187.82,USD
EXP-67907,United Kingdom,Pacific Challenger,VY-2692,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-90940,"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excl. chemically modified)",1504,208,LITRE,262.7,GBP
